(7,89999999999999;1,6393440455399E+25)
(7,99999999999999;3,41855952919614E+25)
(8,09999999999999;7,12879598791534E+25)
(8,19999999999999;1,48658321738419E+26)
(8,29999999999999;3,10000407636098E+26)
(8,39999999999999;6,4645054249735E+26)
(8,49999999999999;1,34805727218811E+27)
(8,59999999999999;2,81113293227174E+27)
(8,69999999999999;5,86211619190022E+27)
(8,79999999999998;1,22243974494539E+28)
(8,89999999999998;2,54917999081448E+28)
(8,99999999999998;5,31586006789987E+28)
(9,09999999999998;1,10852777612081E+29)
(9,19999999999998;2,31163690303236E+29)
(9,29999999999998;4,82050633874119E+29)
(9,39999999999998;1,00523059358335E+30)
(9,49999999999998;2,09622905825245E+30)
(9,59999999999998;4,37131170968245E+30)
(9,69999999999998;9,1155906784046E+30)
(9,79999999999998;1,90089380339004E+31)
(9,89999999999998;3,96397488571642E+31)
(9,99999999999998;8,26616240558408E+31)
(10,1;1,72376069186781E+32)
(10,2;3,59459538421522E+32)
(10,3;7,49588735674236E+32)
(10,4;1,56313357302207E+33)
(10,5;3,25963618558247E+33)
(10,6;6,79738970855603E+33)
(10,7;1,41747435049188E+34)
(10,8;2,95588986427143E+34)
(10,9;6,16398094728887E+34)
(11;1,28538825406829E+35)
(11,1;2,68044787585437E+35)
(11,2;5,58959582245452E+35)
(11,3;1,16561048397341E+36)
(11,4;2,43067270604926E+36)
(11,5;5,06873426858061E+36)
(11,6;1,05699409968043E+37)
(11,7;2,20417261501481E+37)
(11,8;4,59640873894196E+37)
(11,9;9,58499037303393E+37)
(12;1,99877873507614E+38)
(12,1;4,16809644695344E+38)
(12,2;8,69182150391656E+38)
(12,3;1,8125243025786E+39)
(12,4;3,7796960579065E+39)
(12,5;7,88188178764265E+39)
(12,6;1,64362582500303E+40)
(12,7;3,42748841634794E+40)
(12,8;7,14741558905456E+40)
(12,9;1,49046600300674E+41)
(13;3,10810093304331E+41)
(13,1;6,48138997501244E+41)
(13,2;1,35157824385899E+42)
(13,3;2,81847529050965E+42)
(13,4;5,87742737004446E+42)
(13,5;1,2256326179784E+43)
(13,6;2,55583815787965E+43)
(13,7;5,32974448742091E+43)
(13,8;1,11142312409795E+44)
(13,9;2,31767463467542E+44)
(14;4,83309695088223E+44)
(14,1;1,00785614111441E+45)
(14,2;2,10170416920067E+45)
(14,3;4,38272907674239E+45)
(14,4;9,13939956041889E+45)
(14,5;1,90585872095636E+46)
(14,6;3,97432833550275E+46)
(14,7;8,2877526779393E+46)
(14,8;1,72826295797227E+47)
(14,9;3,60398405692018E+47)
(15;7,51546575862167E+47)
(15,1;1,56721629943286E+48)
(15,2;3,26814998310696E+48)
(15,3;6,81514371433424E+48)
(15,4;1,4211766316451E+49)
(15,5;2,96361031108706E+49)
(15,6;6,18008056170662E+49)
(15,7;1,28874554141953E+50)
(15,8;2,68744889964682E+50)
(15,9;5,60419520851073E+50)
(16;1,16865492546564E+51)
(16,1;2,43702134561804E+51)
(16,2;5,08197322373126E+51)
(16,3;1,05975484757897E+52)
(16,4;2,20992966220816E+52)
(16,5;4,60841403374051E+52)
(16,6;9,61002527345416E+52)
(16,7;2,00399931690747E+53)
(16,8;4,17898303895107E+53)
(16,9;8,71452354923487E+53)
(17;1,81725840909923E+54)
(17,1;3,78956819243644E+54)
(17,2;7,90246836290293E+54)
(17,3;1,64791878798548E+55)
(17,4;3,43644062473405E+55)
(17,5;7,16608382246724E+55)
